strip,filename,box_size,x,y,strip_filename,rotation_angle,x1,y1,x2,y2
19,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1568,1180,strip_19.png,-7.795602020615929,-1243,-1231,-1243,-1231
20,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1296,560,strip_20.png,-32.92471141680646,-633,-1024,-633,-1024
21,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1884,672,strip_21.png,2.188582560403218,-1758,-449,-1758,-449
22,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,328,1536,strip_22.png,52.09474916761104,-1263,-534,-1263,-534
23,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,684,1900,strip_23.png,51.1886159632416,-1759,-507,-1759,-507
24,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,356,1028,strip_24.png,84.7159998580227,-906,409,-906,409
25,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,112,1136,strip_25.png,76.35404872077928,-1003,9,-1003,9
26,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,260,540,strip_26.png,-74.33183957824751,599,-246,599,-246
27,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1032,468,strip_27.png,73.85566121971652,-586,1011,-586,1011
28,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1348,296,strip_28.png,-101.58341860468708,710,-1111,710,-1111
29,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1548,432,strip_29.png,74.82708465447475,-672,1530,-672,1530
30,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1756,1912,strip_30.png,71.12262151903852,-2227,1192,-2227,1192
31,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1216,1636,strip_31.png,-76.93068210371783,1468,-1404,1468,-1404
32,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,196,848,strip_32.png,0.993468856282582,-60,-694,-60,-694
33,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,324,704,strip_33.png,-7.660475334466331,-77,-590,-77,-590
34,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,476,412,strip_34.png,-3.878524502847706,-297,-293,-297,-293
35,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,964,412,strip_35.png,5.107835856012783,-846,-174,-846,-174
36,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,1488,552,strip_36.png,31.402609239733536,-1407,454,-1407,454
37,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,1524,820,strip_37.png,42.293487132297166,-1529,568,-1529,568
38,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,1964,1256,strip_38.png,46.97493401088198,-2118,704,-2118,704
39,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_28_19k.png,200,1944,1892,strip_39.png,62.58197294253958,-2437,983,-2437,983
40,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,380,376,strip_40.png,57.685414291658766,-370,270,-370,270
41,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,1124,1724,strip_41.png,47.29061004263853,-1879,-193,-1879,-193
42,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,1236,1416,strip_42.png,51.620776082314975,-1727,239,-1727,239
43,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,1656,1512,strip_43.png,-76.89721005873756,1247,-1805,1247,-1805
44,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,1808,640,strip_44.png,86.09145570554055,-611,1910,-611,1910
45,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,916,764,strip_45.png,56.627797615186246,-991,494,-991,494
46,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_64_19k.png,200,356,1092,strip_46.png,49.34323995168939,-910,-291,-910,-291
47,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1260,1564,strip_47.png,86.38266686311785,-1490,1308,-1490,1308
48,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1592,1956,strip_48.png,82.8749836510982,-1988,1487,-1988,1487
49,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1308,1956,strip_49.png,80.70669140060288,-1991,1124,-1991,1124
50,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1012,984,strip_50.png,102.66506376504236,-588,1353,-588,1353
51,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,772,1016,strip_51.png,114.8423891054552,-447,1277,-447,1277
52,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1248,536,strip_52.png,112.64481955426436,135,1508,135,1508
53,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1660,532,strip_53.png,98.17619709844554,-140,1868,-140,1868
54,./raw_images/2022-1-10_Wild Type_500uE 1 hour_3_69_19k.png,200,1416,1040,strip_54.png,88.15238973400541,-935,1531,-935,1531
55,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,232,1076,strip_55.png,10.79951586973146,-279,-863,-279,-863
56,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,1132,1644,strip_56.png,10.445622056525114,-1261,-1261,-1261,-1261
57,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,1844,1776,strip_57.png,4.548042409125415,-1829,-1474,-1829,-1474
58,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,1912,1364,strip_58.png,6.691264432552284,-1907,-982,-1907,-982
59,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,1164,932,strip_59.png,18.970407808486545,-1253,-352,-1253,-352
60,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,1856,888,strip_60.png,6.34019174590991,-1792,-527,-1792,-527
61,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,612,608,strip_61.png,8.82637095422792,-548,-356,-548,-356
62,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,900,480,strip_62.png,8.494375789808986,-811,-191,-811,-191
63,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,224,496,strip_63.png,6.968256741378544,-132,-315,-132,-315
64,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_120_25k.png,200,276,1336,strip_64.png,18.98060641633773,-545,-1023,-545,-1023
65,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,740,1284,strip_65.png,4.653351587268386,-691,-1069,-691,-1069
66,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,1012,1036,strip_66.png,10.619655276155134,-1035,-681,-1035,-681
67,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,360,536,strip_67.png,10.445622056525114,-301,-311,-301,-311
68,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,988,596,strip_68.png,14.84545208208382,-957,-172,-957,-172
69,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,1764,972,strip_69.png,36.11298524445724,-1847,404,-1847,404
70,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,2000,1524,strip_70.png,25.03978431967598,-2311,-405,-2311,-405
71,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,936,1600,strip_71.png,-3.671700098370705,-681,-1506,-681,-1506
72,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,220,1260,strip_72.png,-2.2647545482234266,-20,-1117,-20,-1117
73,./raw_images/2022-1-10_Wild Type_Dark Adapted_1_12_29k.png,200,120,1496,strip_73.png,-12.025279609635332,314,-1341,314,-1341
74,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,372,1720,strip_74.png,-32.76849907876982,768,-1497,768,-1497
75,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,952,1768,strip_75.png,-37.78097917513034,480,-1830,480,-1830
76,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,896,1444,strip_76.png,143.7750557444797,19,1844,19,1844
77,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,1192,1412,strip_77.png,-38.18564711059025,85,-1696,85,-1696
78,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,1580,1156,strip_78.png,-47.96093613416375,-49,-1797,-49,-1797
79,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,1844,824,strip_79.png,-49.92343737669621,-406,-1791,-406,-1791
80,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,1024,656,strip_80.png,-33.28752768891249,-345,-960,-345,-960
81,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,1484,536,strip_81.png,-31.974159353129178,-825,-1090,-825,-1090
82,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,416,876,strip_82.png,-38.55458196374032,370,-794,370,-794
83,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,456,1104,strip_83.png,-35.935810091874856,428,-1011,428,-1011
84,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_37_19k.png,200,168,880,strip_84.png,-38.76967538599436,570,-641,570,-641
85,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,468,448,strip_85.png,4.033411072770194,-348,-263,-348,-263
86,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,72,556,strip_86.png,-2.136910853757252,20,-409,20,-409
87,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,640,800,strip_87.png,-5.954107431165023,-403,-712,-403,-712
88,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,228,1076,strip_88.png,-3.3231204451354426,-15,-937,-15,-937
89,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,1292,980,strip_89.png,-7.125016348901798,-1010,-982,-1010,-982
90,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,1864,1360,strip_90.png,9.16234704572171,-1906,-895,-1906,-895
91,./raw_images/2022-1-10_Wild Type_Dark Adapted_2_80_19k.png,200,400,1380,strip_91.png,-3.4566191720419943,-166,-1251,-166,-1251
92,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,200,1284,580,strip_92.png,45.30970389995884,-1165,654,-1165,654
93,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,200,1668,1012,strip_93.png,52.82907651005961,-1664,867,-1664,867
94,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,200,992,1640,strip_94.png,48.77546582428982,-1737,-184,-1737,-184
95,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,200,1696,1252,strip_95.png,46.90011096557686,-1922,532,-1922,532
96,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,200,876,1184,strip_96.png,49.44738485009049,-1319,45,-1319,45
97,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_02_19k.png,200,1936,1668,strip_97.png,72.05474677020722,-2046,1459,-2046,1459
98,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,200,412,1784,strip_98.png,-80.0905003001236,1836,-562,1836,-562
99,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,200,868,1656,strip_99.png,-84.55966796899449,1716,-871,1716,-871
100,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,200,1280,1628,strip_100.png,90.60309119438054,-1464,1447,-1464,1447
101,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,200,1164,664,strip_101.png,104.3110412626064,-205,1442,-205,1442
102,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,200,840,528,strip_102.png,-64.89355395413416,271,-834,271,-834
103,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_14_19k.png,200,1500,764,strip_103.png,92.7702157972002,-540,1685,-540,1685
104,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,96,1140,strip_104.png,-49.565262384416975,910,-683,910,-683
105,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,532,592,strip_105.png,-46.10595875228853,207,-643,207,-643
106,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,748,360,strip_106.png,-42.6467031338917,-156,-621,-156,-621
107,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,1080,172,strip_107.png,-43.57973445360096,-513,-719,-513,-719
108,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,560,1840,strip_108.png,-58.28865413476202,1420,-1293,1420,-1293
109,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,852,2004,strip_109.png,-56.309932474020215,1328,-1679,1328,-1679
110,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,1440,1252,strip_110.png,-50.906141113770495,213,-1757,213,-1757
111,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,1136,1108,strip_111.png,-41.06982445427453,21,-1431,21,-1431
112,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,1540,884,strip_112.png,-56.492693511309966,36,-1622,36,-1622
113,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,1960,752,strip_113.png,-52.15781301361581,-470,-1834,-470,-1834
114,./raw_images/2022-1-10_Wild Type_Dark Adapted_3_24_25k.png,200,1436,560,strip_114.png,-46.50179252235935,-432,-1277,-432,-1277
115,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,184,1060,strip_115.png,0.982117163224188,-52,-906,-52,-906
116,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,528,780,strip_116.png,12.93805631718645,-539,-491,-539,-491
117,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,1716,1576,strip_117.png,9.619727799698852,-1805,-1117,-1805,-1117
118,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,1004,1228,strip_118.png,25.933718277433787,-1289,-515,-1289,-515
119,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,1412,1196,strip_119.png,-8.719746506237325,-1064,-1246,-1064,-1246
120,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,284,568,strip_120.png,-7.219020824869662,-60,-449,-60,-449
121,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_018_19k.png,200,1436,384,strip_121.png,-1.4594493549922665,-1275,-270,-1275,-270
122,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,200,40,1508,strip_122.png,-52.68190461625146,1236,-839,1236,-839
123,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,200,232,1012,strip_123.png,-48.62148470411734,756,-693,756,-693
124,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,200,488,848,strip_124.png,-64.4400348281762,704,-656,704,-656
125,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,200,756,384,strip_125.png,-56.95976222193078,59,-693,59,-693
126,./raw_images/2023-2-14_Wild Type_500uE 1 hour_3_020_19k.png,200,1504,376,strip_126.png,-66.15318202476097,-114,-1377,-114,-1377
127,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,896,984,strip_127.png,-55.3636918224471,450,-1146,450,-1146
128,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,344,1640,strip_128.png,-90.0,1790,-194,1790,-194
129,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,812,1740,strip_129.png,-40.9597959815958,677,-1696,677,-1696
130,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,1108,1752,strip_130.png,-37.34229030628613,331,-1914,331,-1914
131,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,1368,1484,strip_131.png,-50.19442890773481,414,-1850,414,-1850
132,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,1916,736,strip_132.png,-38.9667469937993,-878,-1621,-878,-1621
133,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,1476,380,strip_133.png,-38.65980825409009,-765,-1068,-765,-1068
134,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,892,404,strip_134.png,-55.35332004392945,-24,-813,-24,-813
135,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,656,380,strip_135.png,-54.19665589162891,74,-604,74,-604
136,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,1368,684,strip_136.png,-47.86240522611176,-260,-1323,-260,-1323
137,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,236,880,strip_137.png,2.3718421897892186,-122,-719,-122,-719
138,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,796,1068,strip_138.png,7.750036422919295,-782,-800,-782,-800
139,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,908,508,strip_139.png,6.857072334099268,-812,-245,-812,-245
140,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1260,248,strip_140.png,5.78239232236404,-1128,30,-1128,30
141,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1652,316,strip_141.png,20.34784926268436,-1508,428,-1508,428
142,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1672,540,strip_142.png,13.196463192218475,-1601,5,-1601,5
143,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1644,1104,strip_143.png,24.00714662688581,-1800,-189,-1800,-189
144,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,572,876,strip_144.png,-2.2025981617658053,-387,-747,-387,-747
145,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,384,792,strip_145.png,-0.7848246029918882,-223,-647,-223,-647
146,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,416,596,strip_146.png,-3.99091309842978,-223,-473,-223,-473
147,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1408,584,strip_147.png,-6.027530295521267,-1188,-578,-1188,-578
148,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1844,992,strip_148.png,-1.3971810272963765,-1669,-886,-1669,-886
149,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,744,1288,strip_149.png,6.254032743916468,-729,-1049,-729,-1049
150,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,952,1608,strip_150.png,-8.13010235415598,-565,-1576,-565,-1576
151,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1076,1748,strip_151.png,-17.700427788667195,-343,-1842,-343,-1842
152,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1432,1604,strip_152.png,-23.385221057213755,-527,-1890,-527,-1890
153,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1928,432,strip_153.png,-2.89857679928171,-1753,-378,-1753,-378
154,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,236,1308,strip_154.png,-45.0,908,-941,908,-941
155,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,476,1684,strip_155.png,-49.28915332881902,1116,-1309,1116,-1309
156,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,672,912,strip_156.png,-34.54374940776912,113,-982,113,-982
157,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,312,964,strip_157.png,-40.717121534753865,542,-784,542,-784
158,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,728,656,strip_158.png,-35.716447194738656,-58,-807,-58,-807
159,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1248,376,strip_159.png,-30.593314843563128,-732,-808,-732,-808
160,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1864,340,strip_160.png,-10.195988247286794,-1624,-514,-1624,-514
161,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1672,892,strip_161.png,-12.030596096537868,-1299,-1070,-1299,-1070
162,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1304,768,strip_162.png,-18.958183405106197,-833,-999,-833,-999
163,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1012,1048,strip_163.png,-26.37533074625268,-291,-1238,-291,-1238
164,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,980,1252,strip_164.png,-32.84040427147348,5,-1433,5,-1433
165,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,328,1792,strip_165.png,-60.61584287404872,1550,-1015,1550,-1015
166,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1024,1816,strip_166.png,-55.66978280449668,1072,-1719,1072,-1719
167,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,584,1888,strip_167.png,-60.35013649242442,1501,-1291,1501,-1291
168,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,800,1428,strip_168.png,-64.41148685868359,1092,-1188,1092,-1188
169,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1024,1332,strip_169.png,-59.1780644147069,769,-1411,769,-1411
170,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1672,524,strip_170.png,-35.3112134396332,-911,-1244,-911,-1244
171,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1208,468,strip_171.png,-36.86989764584402,-535,-949,-535,-949
172,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1024,424,strip_172.png,-41.10629244490286,-342,-842,-342,-842
173,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,576,668,strip_173.png,-45.53545898556454,223,-728,223,-728
174,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,868,296,strip_174.png,-39.421363744606616,-332,-629,-332,-629
175,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,432,1040,strip_175.png,-48.55926682128322,643,-862,643,-862
176,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,240,1052,strip_176.png,-57.40741852740074,907,-618,907,-618
177,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,660,1664,strip_177.png,-58.44286765683037,1222,-1283,1222,-1283
178,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,728,1856,strip_178.png,-50.14545816793882,1108,-1598,1108,-1598
179,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1060,1344,strip_179.png,-39.60002657667494,189,-1561,189,-1561
180,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1296,1204,strip_180.png,-36.62574097240096,-171,-1589,-171,-1589
181,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1600,944,strip_181.png,-36.29777621005321,-580,-1557,-580,-1557
182,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1792,704,strip_182.png,-33.16635469383933,-964,-1419,-964,-1419
183,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1608,420,strip_183.png,-21.80140948635181,-1187,-837,-1187,-837
184,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,260,1156,strip_184.png,-55.08059798754232,949,-724,949,-724
185,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,872,344,strip_185.png,57.195049661898686,-611,696,-611,696
186,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1408,840,strip_186.png,65.60626061383684,-1196,1085,-1196,1085
187,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1828,1308,strip_187.png,77.33493623495764,-1526,1646,-1526,1646
188,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1220,1748,strip_188.png,63.2945182719847,-1959,454,-1959,454
