strip,filename,box_size,x,y,strip_filename,rotation_angle,x1,y1,x2,y2
136,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_013_19k.png,200,1368,684,strip_136.png,-47.86240522611176,113,93,200,219
137,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,236,880,strip_137.png,2.3718421897892186,96,96,196,234
138,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,796,1068,strip_138.png,7.750036422919295,103,74,180,233
139,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,908,508,strip_139.png,6.857072334099268,109,66,195,252
14,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,176,1380,strip_14.png,-7.431407971172507,66,82,156,217
140,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1260,248,strip_140.png,5.78239232236404,116,80,175,174
141,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1652,316,strip_141.png,20.34784926268436,82,119,164,222
142,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1672,540,strip_142.png,13.196463192218475,101,79,184,260
143,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_023_19k.png,200,1644,1104,strip_143.png,24.00714662688581,170,5,222,71
144,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,572,876,strip_144.png,-2.2025981617658053,140,15,215,101
145,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,384,792,strip_145.png,-0.7848246029918882,106,96,177,192
146,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,416,596,strip_146.png,-3.99091309842978,136,110,78,199
147,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1408,584,strip_147.png,-6.027530295521267,144,92,209,222
148,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1844,992,strip_148.png,-1.3971810272963765,144,92,209,222
149,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,744,1288,strip_149.png,6.254032743916468,140,74,221,284
15,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,364,1580,strip_15.png,-15.145706144430186,97,98,24,206
150,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,952,1608,strip_150.png,-8.13010235415598,99,98,191,221
151,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1076,1748,strip_151.png,-17.700427788667195,240,67,288,200
152,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1432,1604,strip_152.png,-23.385221057213755,110,202,55,106
153,./raw_images/2023-2-14_Wild Type_Dark Adapted_1_025_19k.png,200,1928,432,strip_153.png,-2.89857679928171,99,123,188,244
154,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,236,1308,strip_154.png,-45.0,134,94,207,210
155,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,476,1684,strip_155.png,-49.28915332881902,71,63,157,208
156,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,672,912,strip_156.png,-34.54374940776912,110,62,189,212
157,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,312,964,strip_157.png,-40.717121534753865,109,80,187,189
158,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,728,656,strip_158.png,-35.716447194738656,131,101,208,214
159,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1248,376,strip_159.png,-30.593314843563128,150,53,230,244
16,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,536,1088,strip_16.png,-11.061182461591796,113,224,38,99
160,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1864,340,strip_160.png,-10.195988247286794,109,79,204,231
161,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1672,892,strip_161.png,-12.030596096537868,90,70,190,233
162,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1304,768,strip_162.png,-18.958183405106197,117,102,202,231
163,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,1012,1048,strip_163.png,-26.37533074625268,80,102,163,209
164,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_009_19k.png,200,980,1252,strip_164.png,-32.84040427147348,108,84,173,192
165,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,328,1792,strip_165.png,-60.61584287404872,120,79,199,214
166,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1024,1816,strip_166.png,-55.66978280449668,173,76,236,216
167,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,584,1888,strip_167.png,-60.35013649242442,118,95,181,229
168,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,800,1428,strip_168.png,-64.41148685868359,137,91,200,220
169,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1024,1332,strip_169.png,-59.1780644147069,112,82,168,216
17,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,820,1168,strip_17.png,-13.12040315297726,94,106,176,211
170,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1672,524,strip_170.png,-35.3112134396332,178,84,225,229
171,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1208,468,strip_171.png,-36.86989764584402,158,81,209,220
172,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,1024,424,strip_172.png,-41.10629244490286,104,82,151,237
173,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,576,668,strip_173.png,-45.53545898556454,227,63,282,193
174,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,868,296,strip_174.png,-39.421363744606616,91,109,153,227
175,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,432,1040,strip_175.png,-48.55926682128322,165,96,232,237
176,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_014_19k.png,200,240,1052,strip_176.png,-57.40741852740074,129,110,188,222
177,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,660,1664,strip_177.png,-58.44286765683037,234,96,282,226
178,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,728,1856,strip_178.png,-50.14545816793882,84,90,136,196
179,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1060,1344,strip_179.png,-39.60002657667494,74,93,126,213
18,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,660,1356,strip_18.png,-17.35402463626132,217,90,267,189
180,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1296,1204,strip_180.png,-36.62574097240096,81,64,134,267
181,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1600,944,strip_181.png,-36.29777621005321,104,92,169,204
182,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1792,704,strip_182.png,-33.16635469383933,92,87,148,278
183,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,1608,420,strip_183.png,-21.80140948635181,87,83,43,200
184,./raw_images/2023-2-14_Wild Type_Dark Adapted_2_016_19k.png,200,260,1156,strip_184.png,-55.08059798754232,104,84,170,203
185,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,872,344,strip_185.png,57.195049661898686,90,49,149,249
186,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1408,840,strip_186.png,65.60626061383684,103,61,179,222
187,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1828,1308,strip_187.png,77.33493623495764,110,122,174,213
188,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1220,1748,strip_188.png,63.2945182719847,95,191,28,98
189,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1088,1812,strip_189.png,70.44540649654883,86,87,186,196
19,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1568,1180,strip_19.png,-7.795602020615929,217,75,282,249
190,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,984,1984,strip_190.png,64.93799174420555,141,87,199,208
191,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,904,1244,strip_191.png,63.574015975833134,151,93,216,210
192,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_027_19k.png,200,1052,792,strip_192.png,55.064568207251874,105,73,191,185
193,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,240,780,strip_193.png,49.583529809117024,232,82,291,218
194,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,652,784,strip_194.png,47.93567344642118,123,21,186,92
195,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,616,396,strip_195.png,42.797401838234194,53,95,108,197
196,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,1056,268,strip_196.png,42.61405596961119,126,86,210,219
197,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,1460,672,strip_197.png,50.33215888165956,88,114,178,229
198,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,1552,1084,strip_198.png,49.02199017702011,81,105,162,200
199,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,1636,1708,strip_199.png,55.755985015553314,90,61,193,222
2,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_13_29k.png,200,936,1140,strip_2.png,-30.46554491945988,70,67,177,254
20,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1296,560,strip_20.png,-32.92471141680646,76,111,179,221
200,./raw_images/2023-2-9_Wild Type_Dark Adapted_1_031_19k.png,200,1344,1848,strip_200.png,49.53095158180637,117,86,199,210
201,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,592,1128,strip_201.png,84.436791179256,91,51,179,234
202,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,296,412,strip_202.png,76.04355561628824,92,32,162,256
203,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,1516,356,strip_203.png,66.92958775017536,108,68,187,226
204,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,1032,196,strip_204.png,74.31000707091613,94,70,37,216
205,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,1524,1360,strip_205.png,83.17075569680193,91,88,157,197
206,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,1948,1440,strip_206.png,82.62623363866979,126,81,198,218
207,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,1120,1048,strip_207.png,82.83063708138322,82,58,155,206
208,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_041_19k.png,200,1188,1624,strip_208.png,83.09967183072271,56,84,105,231
209,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,876,1100,strip_209.png,-63.5910677267803,110,86,176,227
21,./raw_images/2022-1-10_Wild Type_500uE 1 hour_1_25_29k.png,200,1884,672,strip_21.png,2.188582560403218,114,56,190,192
210,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,228,1556,strip_210.png,-53.86462338841079,65,108,124,221
211,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,664,1072,strip_211.png,-54.25572774455222,107,35,188,233
212,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,1608,724,strip_212.png,-81.27830220201827,81,95,150,219
213,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,1512,356,strip_213.png,-73.11320887605596,88,89,167,199
214,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,1444,104,strip_214.png,-65.03101268089773,138,6,221,212
215,./raw_images/2023-2-9_Wild Type_Dark Adapted_2_054_19k.png,200,640,1932,strip_215.png,-51.43473915103672,77,90,135,179
216,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,200,776,488,strip_216.png,83.87306699450592,122,54,178,233
217,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,200,1016,196,strip_217.png,75.45296073791107,108,94,176,235
218,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,200,1320,364,strip_218.png,65.34410125591839,99,84,175,220
219,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,200,1096,980,strip_219.png,63.024723521238485,79,67,148,224
22,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,328,1536,strip_22.png,52.09474916761104,115,86,191,234
220,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,200,1796,1228,strip_220.png,62.43279249908437,108,96,169,266
221,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_014_19k.png,200,1420,1696,strip_221.png,49.81355089370653,119,113,190,229
222,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,1572,460,strip_222.png,0.0,111,103,184,253
223,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,1340,348,strip_223.png,-15.615842874048711,85,100,158,205
224,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,1480,184,strip_224.png,-17.12613410644049,74,121,147,209
225,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,288,764,strip_225.png,-33.44899273747472,113,53,189,220
226,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,1284,1256,strip_226.png,-19.49586051318624,79,106,127,205
227,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,1736,1220,strip_227.png,-9.833563964207116,70,92,124,197
228,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,780,1564,strip_228.png,-23.45233455673853,156,109,204,225
229,./raw_images/2023-7-26_Wild Type_500uE 1 hour_1_033_19k.png,200,1288,1680,strip_229.png,-18.208484470580824,123,110,182,194
23,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,684,1900,strip_23.png,51.1886159632416,85,95,136,208
230,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,1048,368,strip_230.png,99.92624550665172,127,18,181,269
231,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,1404,288,strip_231.png,61.92751306414704,69,106,115,243
232,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,1776,156,strip_232.png,78.06184950549516,48,104,102,261
233,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,1740,1640,strip_233.png,89.69029610004117,170,46,244,231
234,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,864,1900,strip_234.png,82.049226573607,70,61,148,219
235,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,888,1308,strip_235.png,82.31327831853166,154,99,220,244
236,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_013_19k.png,200,548,344,strip_236.png,-71.06683956446435,75,87,137,219
237,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_025_19k.png,200,1188,1632,strip_237.png,108.73079359220314,166,100,218,206
238,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_025_19k.png,200,804,1964,strip_238.png,-60.86570780277382,83,85,142,204
239,./raw_images/2023-7-26_Wild Type_500uE 1 hour_2_025_19k.png,200,1532,180,strip_239.png,-55.13221156580476,127,88,170,194
24,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,356,1028,strip_24.png,84.7159998580227,110,93,165,220
240,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,200,436,736,strip_240.png,-77.53824407944622,104,98,168,228
241,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,200,544,408,strip_241.png,-79.12647960474496,133,81,197,201
242,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,200,1176,1196,strip_242.png,-84.59166784252466,87,85,151,196
243,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,200,1548,1052,strip_243.png,-93.68062217303046,117,74,178,190
244,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,200,1044,1648,strip_244.png,-68.14578335854249,133,80,201,206
245,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_008_19k.png,200,1368,336,strip_245.png,-91.71493019552656,112,92,181,215
246,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,704,644,strip_246.png,-28.562931033554666,123,118,186,226
247,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1120,488,strip_247.png,-30.256437163529263,110,74,157,206
248,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1408,132,strip_248.png,-25.25316339457388,102,90,156,193
249,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1624,156,strip_249.png,-27.91293845727659,85,114,151,219
25,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,112,1136,strip_25.png,76.35404872077928,110,78,167,241
250,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1788,376,strip_250.png,-34.31089532814459,160,73,233,199
251,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1072,712,strip_251.png,-30.80649495211187,123,100,198,211
252,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1272,1196,strip_252.png,-33.95905981967627,140,72,211,205
253,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,720,1524,strip_253.png,-36.17962044797895,156,94,231,211
254,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1116,1728,strip_254.png,-37.75549314755882,167,89,248,224
255,./raw_images/2023-7-26_Wild Type_500uE 1 hour_3_024_19k.png,200,1528,1396,strip_255.png,-43.791407567973145,100,78,178,197
256,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,744,984,strip_256.png,-16.85839876773828,124,91,206,219
257,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,1028,1028,strip_257.png,-15.216326712022974,86,99,184,223
258,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,904,660,strip_258.png,-17.667640507832317,79,72,187,247
259,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,932,432,strip_259.png,-6.736011214119352,51,32,186,215
26,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,260,540,strip_26.png,-74.33183957824751,134,59,207,241
260,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,1568,468,strip_260.png,2.800279168037945,106,76,196,249
261,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,1848,988,strip_261.png,-0.98776039963981,115,101,205,226
262,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,976,1408,strip_262.png,-21.630886836517924,95,56,198,222
263,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_004_25k.png,200,332,1648,strip_263.png,-29.248826336546973,90,87,35,203
264,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,196,1336,strip_264.png,-72.58202920779716,73,95,181,248
265,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,420,1368,strip_265.png,-67.73600488258145,91,111,178,278
266,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,448,1420,strip_266.png,-70.01689347810003,127,69,202,231
267,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,676,1072,strip_267.png,-78.55493622107899,81,70,175,237
268,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,712,1568,strip_268.png,-68.86833001330736,87,48,153,245
269,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,1268,512,strip_269.png,-59.397238201944894,124,58,56,254
27,./raw_images/2022-1-10_Wild Type_500uE 1 hour_2_41_25k.png,200,1032,468,strip_27.png,73.85566121971652,106,79,58,236
270,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,1680,992,strip_270.png,-63.70520992941615,102,94,182,200
271,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,1708,484,strip_271.png,-70.80692820925006,107,90,190,220
272,./raw_images/2023-9-4_Wild Type_Dark Adapted_1_006_19k.png,200,732,448,strip_272.png,-69.08486337096684,75,77,150,195
273,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,700,212,strip_273.png,-72.24174151735731,98,76,158,244
274,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,1004,352,strip_274.png,-90.0,114,71,181,251
275,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,1220,540,strip_275.png,-84.02998401914299,138,89,206,221
276,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,1512,468,strip_276.png,-95.59933933652056,64,73,158,235
277,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,1584,936,strip_277.png,-97.4169137191384,61,96,130,220
278,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,1860,1560,strip_278.png,-88.88398960859273,102,46,219,203
279,./raw_images/2023-9-4_Wild Type_Dark Adapted_2_005_25k.png,200,1656,1304,strip_279.png,-98.51170513842467,109,58,231,226
